Final Material,Authors,Corresponding Author,Title,Year,Cited References (#),Times Cited (#),Formation Method,Anna's Notes,Si Precursor,Si Precursor Concentration (M),Additional Si Co-Precursor(s),Si Co-Precursor Concentration (M),Hybrid Aerogel Co-Precursor,Co-Precursor Concentration (M),Dopant,Dopant Concentration (M),Solvent 1,Solvent 1 Concentration (M),Solvent 2,Solvent 2 Concentration (M),Additional Solvents,Additional Solvents Concentrations (M),Acid Catalyst,Acid Catalyst Initial Concentration (M),Acid Catalyst concentration in Sol(M),Base Catalyst,Base Catalyst Initial Concentration(M),Base Catalyst concentration in Sol (M),Hydrolysis Time (hr),Modifier,Modifier Concentration (M),Modifier Solvent,Modifier Solvent (M),Surfactant,Surfactant Concentration (M),Sol 1,Sol 1 Stir rate (rpm),Sol 1 Stir Time (min),Sol 1 Standing time (hr),Sol 1 Temp (°C),pH Sol 1,Sol 2,Sol 2 Stir rate (rpm),Sol 2 Stir Time (min),Sol 2 Standing time (hr),Sol 2 Temp (°C),pH Sol 2,Sol Notes,Gelation Agent,Gelation Agent (M),pH final sol,Gelation Temp (°C),Gelation Pressure (MPa),Gelation Time (mins),Aging Conditions,Aging Temp (°C),Aging Time (hrs),Aging Conditions 2,Aging Temp 2 (°C),Aging Time 2 (hrs),Wash Solvent 1,Wash Times 1 (#),Wash Duration 1 (days),Wash Temp 1 (°C),Wash Solvent 2,Wash Times 2 (#),Wash Duration 2 (days),Wash Temp 2 (°C),Wash Solvent 3,Wash Times 3 (#),Wash Duration 3 (days),Wash Temp 3 (°C),Wash Solvent 4,Wash Times 4 (#),Wash Duration 4 (days),Wash Temp 4 (°C),Wash Solvent 5,Wash Times 5 (#),Wash Duration 5 (days),Wash Temp 5 (°C),Gelation/Washing Notes,Drying Method,Drying Solvent,Drying Temp 1 (°C),Drying Pressure 1 (MPa),Drying Time 1 (hrs),Drying Atmosphere 1,Drying Temp 2 (°C),Drying Pressure 2 (MPa),Drying Time 2 (hrs),Drying Atmosphere 2,Drying Temp 3 (°C),Drying Time 3 (hrs),Drying Atmosphere 3,Drying Pressure 3 (MPa),Drying Temp 4 (°C),Drying Time 4 (hrs),Drying Pressure 4 (MPa),Drying Temp 5 (°C),Drying Time 5 (hrs),Drying Pressure 5 (MPa),Drying Notes,Sintering Temp (°C),Sintering Time (min),Ramp Rate (°C/min),Sintering Atmosphere,Sintering Notes,SEM?,SEM Instrument,Why SEM?,SEM Column,Acceleration Voltage (kV),Emission Current (mA),TEM?,TEM Instrument,Why TEM?,AFM?,AFM Instrument,Why AFM?,AFM Sample PREP,N2 Adsorption-Desorption Isotherms?,N2 A-D Instrument,Why N2 A-D?,Analysis (°C),Analysis Pressure (psi),Degas (°C),Degas Time (min),Degas Gas,BET/BJH?,Why BET/BJH?,XPS?,XPS Instrument,XPS info,Why XPS?,XRD?,XRD Instrument,Radiation,Why XRD?,XRD 2θ Range (°),XRD Increment (°/step),XRD Rate (°/min),XRD Wavelength (Å),kV,mA,FT-IR?,FT-IR Instrument,Why FTIR?,Range (cm-1),Resolution                 (cm-1),Scans (#),TGA?,TGA Instrument,Why TGA?,TGA Temperature (°C),TGA Atmosphere,TGA Ramp Rate (°C/min),Density?,Density Instrument,Medium,Hardness/Compressive Strength?,Hardness Instrument,Load (N),Dwell Time (s),Electrical Conductivty?,Electrical Conductivity Instrument,Why Electrical Conductivity?,Small Angle Neutron Scattering (SANS)?,SANS Instrument,Why SANS?,SANS Wavelength (nm),SANS sample-to-detector distance (m),SANS Detector,Small-Angle X-ray Scattering (SAXS)?,SAXS Instrument,Why SAXS?,SAXS Voltage (kV),SAXS Power (W),Thermal Conductivity,Thermal Conductivity Instrument,TC Sinter Temp (°C),TC Sinter Time (hr),ICP?,ICP Instrument,Why ICP?,DLS,DLS Instrument,Why DLS?,Contact Angle,Raman,Raman Instrument,Why Raman?,Laser,Spectral Resolution (cm-1),Spectra Recorded Between (cm-1),Porosity,Porosity (%),Pore Volume (cm3/g),Average Pore Diameter (nm),Surface Area (m2/g),Bulk Density (g/cm3),Young Modulus (MPa),Thermal Conductivity (W/mK),Crystalline Phase,Nanoparticle Size (nm),Notes,Unnamed: 206,Unnamed: 207,Unnamed: 208,Unnamed: 209,Unnamed: 210,Unnamed: 211,Unnamed: 212,Unnamed: 213,Index
Silica fiber reinforced aerogel- SCD- modified by TMMS,"Rafael B. Torres et al,",,Effect of different silylation agents on the properties of ambient pressure dried and supercritically dried vinyl-modified silica aerogels,2019.0,49.0,19.0,Sol-gel,A silica fiber blanket was used during aging to reinforce the aerogels,TEOS,,VTMS,,,,,,MeOH,,,,,,Oxalic Acid,0.01,,NH4OH,1,,,TMMS,,N-heptane,,,,"TEOS, VTMS, MeOH, Oxalic Acid",,30,24,50,,NH4OH,,,,,,,,,,,,,Silica Fiber,27,168,,,,EtOH,3,1,50,"TMMS, N-heptane",1,1,50,,,,,,,,,,,,,,Supercritical Drying,EtOH,260,8,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,No,,,No,,,,Yes,,,,,,,,Yes,,No,,,,No,,,,,,,,,,Yes,,,,,,Yes,,,,,,Yes,,,Yes,,,,No,,,No,,,,,,No,,,,,Yes,,,,No,,,No,,,Yes,No,,,,,,,93,8.17,98.2,332.5,0.1138,0.074,0.0196,,,,,,,,,,,,309
Silica fiber reinforced aerogel- SCD- modified by TMES,"Rafael B. Torres et al,",,Effect of different silylation agents on the properties of ambient pressure dried and supercritically dried vinyl-modified silica aerogels,2019.0,49.0,19.0,Sol-gel,A silica fiber blanket was used during aging to reinforce the aerogels,TEOS,,VTMS,,,,,,MeOH,,,,,,Oxalic Acid,0.01,,NH4OH,1,,,TMES,,N-heptane,,,,"TEOS, VTMS, MeOH, Oxalic Acid",,30,24,50,,NH4OH,,,,,,,,,,,,,Silica Fiber,27,168,,,,EtOH,3,1,50,"TMES, N-heptane",1,1,50,,,,,,,,,,,,,,Supercritical Drying,EtOH,260,8,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,No,,,No,,,,Yes,,,,,,,,Yes,,No,,,,No,,,,,,,,,,Yes,,,,,,Yes,,,,,,Yes,,,Yes,,,,No,,,No,,,,,,No,,,,,Yes,,,,No,,,No,,,Yes,No,,,,,,,93.3,8.53,98.9,344.8,0.1094,0.107,0.0202,,,,,,,,,,,,310
Silica fiber reinforced aerogel- SCD- modified by HMDZ,"Rafael B. Torres et al,",,Effect of different silylation agents on the properties of ambient pressure dried and supercritically dried vinyl-modified silica aerogels,2019.0,49.0,19.0,Sol-gel,A silica fiber blanket was used during aging to reinforce the aerogels,TEOS,,VTMS,,,,,,MeOH,,,,,,Oxalic Acid,0.01,,NH4OH,1,,,HMDZ,,N-heptane,,,,"TEOS, VTMS, MeOH, Oxalic Acid",,30,24,50,,NH4OH,,,,,,,,,,,,,Silica Fiber,27,168,,,,EtOH,3,1,50,"HMDZ, N-heptane",1,1,50,,,,,,,,,,,,,,Supercritical Drying,EtOH,260,8,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,No,,,No,,,,Yes,,,,,,,,Yes,,No,,,,No,,,,,,,,,,Yes,,,,,,Yes,,,,,,Yes,,,Yes,,,,No,,,No,,,,,,No,,,,,Yes,,,,No,,,No,,,Yes,No,,,,,,,92.3,7.95,36.9,860.8,0.1162,0.048,0.021,,,,,,,,,,,,311
PVPMSA1- 3.0 molar ratio BzOH/Si,Lukia Wang et al.,,Thermal conductivity of polyvinylpolymethylsiloxane aerogels with high specific surface area,2019.0,35.0,4.0,Sol-gel,The PVMDMS precursor was produced in a hydrothermal reactor with VTMS & DTBP with argon instead of air. The reactants were heated at 120 Celsius for 72hours.,PVMDMS,,,,,,,,BzOH,,TmAOH,,H2O,,,,,,,,,,,,,,,"PVMDMS, BzOH, TmAOH, H2O",,10,,,,,,,,,,,,,,50,,30,,80,96,,,,EtOH,4,4,60,,,,,,,,,,,,,,,,,,Supercritical Drying,CO2,55,15,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,No,,,No,,,,Yes,,,,,,,,Yes,,No,,,,No,,,,,,,,,,Yes,,,,,,No,,,,,,Yes,,,Yes,,,,No,,,No,,,,,,No,,,,,Yes,,,,No,,,No,,,No,No,,,,,,,,3.278,15.35,1218,0.277,,,,,,,,,,,,,,312
PVPMSA2- 4.0 molar ratio BzOH/Si,Lukia Wang et al.,,Thermal conductivity of polyvinylpolymethylsiloxane aerogels with high specific surface area,2019.0,35.0,4.0,Sol-gel,The PVMDMS precursor was produced in a hydrothermal reactor with VTMS & DTBP with argon instead of air. The reactants were heated at 120 Celsius for 72hours.,PVMDMS,,,,,,,,BzOH,,TmAOH,,H2O,,,,,,,,,,,,,,,"PVMDMS, BzOH, TmAOH, H2O",,10,,,,,,,,,,,,,,50,,30,,80,96,,,,EtOH,4,4,60,,,,,,,,,,,,,,,,,,Supercritical Drying,CO2,55,15,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,No,,,No,,,,Yes,,,,,,,,Yes,,No,,,,No,,,,,,,,,,Yes,,,,,,No,,,,,,Yes,,,Yes,,,,No,,,No,,,,,,No,,,,,Yes,,,,No,,,No,,,No,No,,,,,,,,3.585,18.66,1083,0.238,,,,,,,,,,,,,,313
PVPMSA3- 5.0 molar ratio BzOH/Si,Lukia Wang et al.,,Thermal conductivity of polyvinylpolymethylsiloxane aerogels with high specific surface area,2019.0,35.0,4.0,Sol-gel,The PVMDMS precursor was produced in a hydrothermal reactor with VTMS & DTBP with argon instead of air. The reactants were heated at 120 Celsius for 72hours.,PVMDMS,,,,,,,,BzOH,,TmAOH,,H2O,,,,,,,,,,,,,,,"PVMDMS, BzOH, TmAOH, H2O",,10,,,,,,,,,,,,,,50,,30,,80,96,,,,EtOH,4,4,60,,,,,,,,,,,,,,,,,,Supercritical Drying,CO2,55,15,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,No,,,No,,,,Yes,,,,,,,,Yes,,No,,,,No,,,,,,,,,,Yes,,,,,,No,,,,,,Yes,,,Yes,,,,No,,,No,,,,,,No,,,,,Yes,,,,No,,,No,,,No,No,,,,,,,,3.9,24.25,1079,0.221,,,,,,,,,,,,,,314
PVPMSA4- 6.0 molar ratio BzOH/Si,Lukia Wang et al.,,Thermal conductivity of polyvinylpolymethylsiloxane aerogels with high specific surface area,2019.0,35.0,4.0,Sol-gel,The PVMDMS precursor was produced in a hydrothermal reactor with VTMS & DTBP with argon instead of air. The reactants were heated at 120 Celsius for 72hours.,PVMDMS,,,,,,,,BzOH,,TmAOH,,H2O,,,,,,,,,,,,,,,"PVMDMS, BzOH, TmAOH, H2O",,10,,,,,,,,,,,,,,50,,30,,80,96,,,,EtOH,4,4,60,,,,,,,,,,,,,,,,,,Supercritical Drying,CO2,55,15,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,No,,,No,,,,Yes,,,,,,,,Yes,,No,,,,No,,,,,,,,,,Yes,,,,,,No,,,,,,Yes,,,Yes,,,,No,,,No,,,,,,No,,,,,Yes,,,,No,,,No,,,No,No,,,,,,,,4.01,34.49,1079,0.198,,,,,,,,,,,,,,315
PVPMSA5- 7.0 molar ratio BzOH/Si,Lukia Wang et al.,,Thermal conductivity of polyvinylpolymethylsiloxane aerogels with high specific surface area,2019.0,35.0,4.0,Sol-gel,The PVMDMS precursor was produced in a hydrothermal reactor with VTMS & DTBP with argon instead of air. The reactants were heated at 120 Celsius for 72hours.,PVMDMS,,,,,,,,BzOH,,TmAOH,,H2O,,,,,,,,,,,,,,,"PVMDMS, BzOH, TmAOH, H2O",,10,,,,,,,,,,,,,,50,,30,,80,96,,,,EtOH,4,4,60,,,,,,,,,,,,,,,,,,Supercritical Drying,CO2,55,15,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,No,,,No,,,,Yes,,,,,,,,Yes,,No,,,,No,,,,,,,,,,Yes,,,,,,No,,,,,,Yes,,,Yes,,,,No,,,No,,,,,,No,,,,,Yes,,,,No,,,No,,,No,No,,,,,,,,4.02,34.19,1093,0.177,,21.02,,,,,,,,,,,,316
PVPMSA6- 3.0 molar ratio BzOH/Si after 50% uniaxial strain compression,Lukia Wang et al.,,Thermal conductivity of polyvinylpolymethylsiloxane aerogels with high specific surface area,2019.0,35.0,4.0,Sol-gel,The PVMDMS precursor was produced in a hydrothermal reactor with VTMS & DTBP with argon instead of air. The reactants were heated at 120 Celsius for 72hours.,PVMDMS,,,,,,,,BzOH,,TmAOH,,H2O,,,,,,,,,,,,,,,"PVMDMS, BzOH, TmAOH, H2O",,10,,,,,,,,,,,,,,50,,30,,80,96,,,,EtOH,4,4,60,,,,,,,,,,,,,,,,,,Supercritical Drying,CO2,55,15,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,No,,,No,,,,Yes,,,,,,,,Yes,,No,,,,No,,,,,,,,,,Yes,,,,,,No,,,,,,Yes,,,Yes,,,,No,,,No,,,,,,No,,,,,Yes,,,,No,,,No,,,No,No,,,,,,,,3.241,24.03,1055,0.319,,,,,,,,,,,,,,317
S1-0.5mL PO,Xingzhong Guo et al.,,Facile Synthesis of Methylsilsesquioxane Aerogels with Uniform Mesopores by Microwave Drying,2019.0,37.0,5.0,Sol-gel,"0.01 M HCl, 1.5mL MeOH, 1.5mL HCl, 350 W Microwave",MTMS,,,,,,,,MeOH,,H2O,,,,HCl,0.01,,,,,,,,,,CTAC,,"MTMS, CTAC, MeOH, HCl",,30,,<Ambient,,PO,,2,,,,,PO,,,40,,,,40,0.5,,,,MeOH,2,,,2-propanol,2,,60,N-heptane,2,,60,,,,,,,,,,Microwave Drying @ 350W,,,,0.6,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,Yes,,,No,,,,Yes,,,,,,,,Yes,,No,,,,No,,,,,,,,,,Yes,,,,,,Yes,,,,,,No,,,No,,,,No,,,No,,,,,,No,,,,,No,,,,No,,,No,,,No,No,,,,,,Mesoporous,,,,,,,,,,,,,,,,,,,318
S2- 0.75mL PO,Xingzhong Guo et al.,,Facile Synthesis of Methylsilsesquioxane Aerogels with Uniform Mesopores by Microwave Drying,2019.0,37.0,5.0,Sol-gel,"0.01 M HCl, 1.5mL MeOH, 1.5mL HCl, 350 W Microwave",MTMS,,,,,,,,MeOH,,H2O,,,,HCl,0.01,,,,,,,,,,CTAC,,"MTMS, CTAC, MeOH, HCl",,30,,<Ambient,,PO,,2,,,,,PO,,,40,,,,40,0.5,,,,MeOH,2,,,2-propanol,2,,60,N-heptane,2,,60,,,,,,,,,,Microwave Drying @ 350W,,,,0.6,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,Yes,,,No,,,,Yes,,,,,,,,Yes,,No,,,,No,,,,,,,,,,Yes,,,,,,Yes,,,,,,No,,,No,,,,No,,,No,,,,,,No,,,,,No,,,,No,,,No,,,No,No,,,,,,Mesoporous,,,,,,,,,,,,,,,,,,,319
S3- 1mL PO,Xingzhong Guo et al.,,Facile Synthesis of Methylsilsesquioxane Aerogels with Uniform Mesopores by Microwave Drying,2019.0,37.0,5.0,Sol-gel,"0.01 M HCl, 1.5mL MeOH, 1.5mL HCl, 350 W Microwave",MTMS,,,,,,,,MeOH,,H2O,,,,HCl,0.01,,,,,,,,,,CTAC,,"MTMS, CTAC, MeOH, HCl",,30,,<Ambient,2.3,PO,,2,,,,,PO,,,40,,,,40,0.5,,,,MeOH,2,,,2-propanol,2,,60,N-heptane,2,,60,,,,,,,,,,Microwave Drying @ 350W,,,,0.6,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,Yes,,,No,,,,Yes,,,,,,,,Yes,,No,,,,No,,,,,,,,,,Yes,,,,,,Yes,,,,,,No,,,No,,,,No,,,No,,,,,,No,,,,,No,,,,No,,,No,,,No,No,,,,,,Mesoporous,,1.9,,784,,,,,,,,,,,,,,,320
S4- 1.25mL PO,Xingzhong Guo et al.,,Facile Synthesis of Methylsilsesquioxane Aerogels with Uniform Mesopores by Microwave Drying,2019.0,37.0,5.0,Sol-gel,"0.01 M HCl, 1.5mL MeOH, 1.5mL HCl, 350 W Microwave",MTMS,,,,,,,,MeOH,,H2O,,,,HCl,0.01,,,,,,,,,,CTAC,,"MTMS, CTAC, MeOH, HCl",,30,,<Ambient,,PO,,2,,,,,PO,,,40,,,,40,0.5,,,,MeOH,2,,,2-propanol,2,,60,N-heptane,2,,60,,,,,,,,,,Microwave Drying @ 350W,,,,0.6,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,Yes,,,No,,,,Yes,,,,,,,,Yes,,No,,,,No,,,,,,,,,,Yes,,,,,,Yes,,,,,,No,,,No,,,,No,,,No,,,,,,No,,,,,No,,,,No,,,No,,,No,No,,,,,,Mesoporous,,,,,,,,,,,,,,,,,,,321
S5-1.5mL PO,Xingzhong Guo et al.,,Facile Synthesis of Methylsilsesquioxane Aerogels with Uniform Mesopores by Microwave Drying,2019.0,37.0,5.0,Sol-gel,"0.01 M HCl, 1.5mL MeOH, 1.5mL HCl, 350 W Microwave",MTMS,,,,,,,,MeOH,,H2O,,,,HCl,0.01,,,,,,,,,,CTAC,,"MTMS, CTAC, MeOH, HCl",,30,,<Ambient,,PO,,2,,,,,PO,,,40,,,,40,0.5,,,,MeOH,2,,,2-propanol,2,,60,N-heptane,2,,60,,,,,,,,,,Microwave Drying @ 350W,,,,0.6,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,Yes,,,No,,,,Yes,,,,,,,,Yes,,No,,,,No,,,,,,,,,,Yes,,,,,,Yes,,,,,,No,,,No,,,,No,,,No,,,,,,No,,,,,No,,,,No,,,No,,,No,No,,,,,,Mesoporous,,,,,,,,,,,,,,,,,,,322
S6- 0.1M HCl,Xingzhong Guo et al.,,Facile Synthesis of Methylsilsesquioxane Aerogels with Uniform Mesopores by Microwave Drying,2019.0,37.0,5.0,Sol-gel,"1mL PO, 1.5mL MeOH, 1.5mL HCl, 350 W Microwave",MTMS,,,,,,,,MeOH,,H2O,,,,HCl,0.1,,,,,,,,,,CTAC,,"MTMS, CTAC, MeOH, HCl",,30,,<Ambient,1.3,PO,,2,,,,,PO,,,40,,,,40,0.5,,,,MeOH,2,,,2-propanol,2,,60,N-heptane,2,,60,,,,,,,,,,Microwave Drying @ 350W,,,,0.6,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,Yes,,,No,,,,Yes,,,,,,,,Yes,,No,,,,No,,,,,,,,,,Yes,,,,,,Yes,,,,,,No,,,No,,,,No,,,No,,,,,,No,,,,,No,,,,No,,,No,,,No,No,,,,,,Mesoporous,,1.9,,786,,,,,,,,,,,,,,,323
S7- 0.05M HCl,Xingzhong Guo et al.,,Facile Synthesis of Methylsilsesquioxane Aerogels with Uniform Mesopores by Microwave Drying,2019.0,37.0,5.0,Sol-gel,"1mL PO, 1.5mL MeOH, 1.5mL HCl, 350 W Microwave",MTMS,,,,,,,,MeOH,,H2O,,,,HCl,0.05,,,,,,,,,,CTAC,,"MTMS, CTAC, MeOH, HCl",,30,,<Ambient,1.6,PO,,2,,,,,PO,,,40,,,,40,0.5,,,,MeOH,2,,,2-propanol,2,,60,N-heptane,2,,60,,,,,,,,,,Microwave Drying @ 350W,,,,0.6,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,Yes,,,No,,,,Yes,,,,,,,,Yes,,No,,,,No,,,,,,,,,,Yes,,,,,,Yes,,,,,,No,,,No,,,,No,,,No,,,,,,No,,,,,No,,,,No,,,No,,,No,No,,,,,,Mesoporous,,1.9,,789,,,,,,,,,,,,,,,324
S8- 0.005M HCl,Xingzhong Guo et al.,,Facile Synthesis of Methylsilsesquioxane Aerogels with Uniform Mesopores by Microwave Drying,2019.0,37.0,5.0,Sol-gel,"1mL PO, 1.5mL MeOH, 1.5mL HCl, 350 W Microwave",MTMS,,,,,,,,MeOH,,H2O,,,,HCl,0.005,,,,,,,,,,CTAC,,"MTMS, CTAC, MeOH, HCl",,30,,<Ambient,2.6,PO,,2,,,,,PO,,,40,,,,40,0.5,,,,MeOH,2,,,2-propanol,2,,60,N-heptane,2,,60,,,,,,,,,,Microwave Drying @ 350W,,,,0.6,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,Yes,,,No,,,,Yes,,,,,,,,Yes,,No,,,,No,,,,,,,,,,Yes,,,,,,Yes,,,,,,No,,,No,,,,No,,,No,,,,,,No,,,,,No,,,,No,,,No,,,No,No,,,,,,Mesoporous,,1.8,,731,,,,,,,,,,,,,,,325
S9- 0.001M HCl,Xingzhong Guo et al.,,Facile Synthesis of Methylsilsesquioxane Aerogels with Uniform Mesopores by Microwave Drying,2019.0,37.0,5.0,Sol-gel,"1mL PO, 1.5mL MeOH, 1.5mL HCl, 350 W Microwave",MTMS,,,,,,,,MeOH,,H2O,,,,HCl,0.001,,,,,,,,,,CTAC,,"MTMS, CTAC, MeOH, HCl",,30,,<Ambient,3.3,PO,,2,,,,,PO,,,40,,,,40,0.5,,,,MeOH,2,,,2-propanol,2,,60,N-heptane,2,,60,,,,,,,,,,Microwave Drying @ 350W,,,,0.6,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,Yes,,,No,,,,Yes,,,,,,,,Yes,,No,,,,No,,,,,,,,,,Yes,,,,,,Yes,,,,,,No,,,No,,,,No,,,No,,,,,,No,,,,,No,,,,No,,,No,,,No,No,,,,,,Mesoporous,,1.8,,759,,,,,,,,,,,,,,,326
"S10-0.00667 M HCl, 2.25mL HCl, 0.75mL MeOH",Xingzhong Guo et al.,,Facile Synthesis of Methylsilsesquioxane Aerogels with Uniform Mesopores by Microwave Drying,2019.0,37.0,5.0,Sol-gel,"1mL PO, 350 W Microwave",MTMS,,,,,,,,MeOH,,H2O,,,,HCl,0.006667,,,,,,,,,,CTAC,,"MTMS, CTAC, MeOH, HCl",,30,,<Ambient,,PO,,2,,,,,PO,,,40,,,,40,0.5,,,,MeOH,2,,,2-propanol,2,,60,N-heptane,2,,60,,,,,,,,,,Microwave Drying @ 350W,,,,0.6,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,Yes,,,No,,,,Yes,,,,,,,,Yes,,No,,,,No,,,,,,,,,,Yes,,,,,,Yes,,,,,,No,,,No,,,,No,,,No,,,,,,No,,,,,No,,,,No,,,No,,,No,No,,,,,,Mesoporous,,2.4,,702,,,,,,,,,,,,,,,327
"S11- 0.0075 M HCl, 2mL HCl, 1mL MeOH",Xingzhong Guo et al.,,Facile Synthesis of Methylsilsesquioxane Aerogels with Uniform Mesopores by Microwave Drying,2019.0,37.0,5.0,Sol-gel,"1mL PO, 350 W Microwave",MTMS,,,,,,,,MeOH,,H2O,,,,HCl,0.0075,,,,,,,,,,CTAC,,"MTMS, CTAC, MeOH, HCl",,30,,<Ambient,,PO,,2,,,,,PO,,,40,,,,40,0.5,,,,MeOH,2,,,2-propanol,2,,60,N-heptane,2,,60,,,,,,,,,,Microwave Drying @ 350W,,,,0.6,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,Yes,,,No,,,,Yes,,,,,,,,Yes,,No,,,,No,,,,,,,,,,Yes,,,,,,Yes,,,,,,No,,,No,,,,No,,,No,,,,,,No,,,,,No,,,,No,,,No,,,No,No,,,,,,Mesoporous,,2.6,,741,,,,,,,,,,,,,,,328
"S12- 0.015 M HCl, 1mL HCl, 0.015 M, 2mL MeOH ",Xingzhong Guo et al.,,Facile Synthesis of Methylsilsesquioxane Aerogels with Uniform Mesopores by Microwave Drying,2019.0,37.0,5.0,Sol-gel,"1mL PO, 350 W Microwave",MTMS,,,,,,,,MeOH,,H2O,,,,HCl,0.015,,,,,,,,,,CTAC,,"MTMS, CTAC, MeOH, HCl",,30,,<Ambient,,PO,,2,,,,,PO,,,40,,,,40,0.5,,,,MeOH,2,,,2-propanol,2,,60,N-heptane,2,,60,,,,,,,,,,Microwave Drying @ 350W,,,,0.6,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,Yes,,,No,,,,Yes,,,,,,,,Yes,,No,,,,No,,,,,,,,,,Yes,,,,,,Yes,,,,,,No,,,No,,,,No,,,No,,,,,,No,,,,,No,,,,No,,,No,,,No,No,,,,,,Mesoporous,,11.2,,782,,,,,,,,,,,,,,,329
"S13- 0.02 M HCl, 0.75mL HCl, 0.015 M, 2.25mL MeOH ",Xingzhong Guo et al.,,Facile Synthesis of Methylsilsesquioxane Aerogels with Uniform Mesopores by Microwave Drying,2019.0,37.0,5.0,Sol-gel,"1mL PO, 350 W Microwave",MTMS,,,,,,,,MeOH,,H2O,,,,HCl,0.02,,,,,,,,,,CTAC,,"MTMS, CTAC, MeOH, HCl",,30,,<Ambient,,PO,,2,,,,,PO,,,40,,,,40,0.5,,,,MeOH,2,,,2-propanol,2,,60,N-heptane,2,,60,,,,,,,,,,Microwave Drying @ 350W,,,,0.6,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,Yes,,,No,,,,Yes,,,,,,,,Yes,,No,,,,No,,,,,,,,,,Yes,,,,,,Yes,,,,,,No,,,No,,,,No,,,No,,,,,,No,,,,,No,,,,No,,,No,,,No,No,,,,,,Mesoporous,,1,,772,,,,,,,,,,,,,,,330
"S14- 3mL HCl, 0.015 M, 0mL MeOH ",Xingzhong Guo et al.,,Facile Synthesis of Methylsilsesquioxane Aerogels with Uniform Mesopores by Microwave Drying,2019.0,37.0,5.0,Sol-gel,"0.01M HCl, 1mL PO, 350 W Microwave",MTMS,,,,,,,,MeOH,,H2O,,,,HCl,0.01,,,,,,,,,,CTAC,,"MTMS, CTAC, MeOH, HCl",,30,,<Ambient,,PO,,2,,,,,PO,,,40,,,,40,0.5,,,,MeOH,2,,,2-propanol,2,,60,N-heptane,2,,60,,,,,,,,,,Microwave Drying @ 350W,,,,0.6,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,Yes,,,No,,,,Yes,,,,,,,,Yes,,No,,,,No,,,,,,,,,,Yes,,,,,,Yes,,,,,,No,,,No,,,,No,,,No,,,,,,No,,,,,No,,,,No,,,No,,,No,No,,,,,,Mesoporous,,1.9,,472,,,,,,,,,,,,,,,331
"S15- 0.5mL HCl, 0.5mL MeOH",Xingzhong Guo et al.,,Facile Synthesis of Methylsilsesquioxane Aerogels with Uniform Mesopores by Microwave Drying,2019.0,37.0,5.0,Sol-gel,"0.01M HCl, 1mL PO, 350 W Microwave",MTMS,,,,,,,,MeOH,,H2O,,,,HCl,0.01,,,,,,,,,,CTAC,,"MTMS, CTAC, MeOH, HCl",,30,,<Ambient,,PO,,2,,,,,PO,,,40,,,,40,0.5,,,,MeOH,2,,,2-propanol,2,,60,N-heptane,2,,60,,,,,,,,,,Microwave Drying @ 350W,,,,0.6,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,Yes,,,No,,,,Yes,,,,,,,,Yes,,No,,,,No,,,,,,,,,,Yes,,,,,,Yes,,,,,,No,,,No,,,,No,,,No,,,,,,No,,,,,No,,,,No,,,No,,,No,No,,,,,,Mesoporous,,0.06,,52,,,,,,,,,,,,,,,332
