,Formation Method,Si Precursor,Si Precursor Concentration (M),Additional Si Co-Precursor(s),Si Co-Precursor Concentration (M),Hybrid Aerogel Co-Precursor,Co-Precursor Concentration (M),Dopant,Dopant Concentration (M),Solvent 1,Solvent 1 Concentration (M),Solvent 2,Solvent 2 Concentration (M),Additional Solvents,Acid Catalyst,Acid Catalyst Initial Concentration (M),Acid Catalyst concentration in Sol(M),Base Catalyst,Base Catalyst Initial Concentration(M),Base Catalyst concentration in Sol (M),Hydrolysis Time (hr),Modifier,Modifier Concentration (M),Modifier Solvent,Modifier Solvent (M),Molar Ratio (Modifier/Modifier Solvent),Volume % of Modifier in Solvent,Volume Ratio (Modifier/Modifier Solvent/Additional Solvents),Surfactant,Surfactant Concentration (M),Sol 1,Sol 1 Stir rate (rpm),Sol 1 Stir Time (min),Sol 1 Standing time (hr),Sol 1 Temp (°C),pH Sol 1,Sol 2,Sol 2 Stir rate (rpm),Combined Sol Stir Time (min),Combined Sol 2 Standing time (hr),Sol 2 Temp (°C),pH Sol 2,Gelation Agent,pH final sol,Gelation Temp (°C),Gelation Pressure (MPa),Gelation Time (mins),Aging Conditions,Aging Temp (°C),Aging Time (hrs),Aging Conditions 2,Aging Temp 2 (°C),Aging Time 2 (hrs),Wash Solvent 1,Wash Times 1 (#),Wash Duration 1 (days),Wash Temp 1 (°C),Wash Solvent 2,Wash Times 2 (#),Wash Duration 2 (days),Wash Temp 2 (°C),Wash Solvent 3,Wash Times 3 (#),Wash Duration 3 (days),Wash Temp 3 (°C),Wash Solvent 4,Wash Times 4 (#),Wash Duration 4 (days),Wash Temp 4 (°C),Wash Solvent 5,Wash Times 5 (#),Wash Duration 5 (days),Wash Temp 5 (°C),Drying Method,Drying Solvent,Drying Temp (°C),Drying Pressure (MPa),Drying Time (hrs),Drying Method 2,Drying Temp 2 (°C),Drying Pressure 2 (MPa),Drying Time 2 (hrs),Drying Atmosphere 2,Drying Method 3,Drying Temp 3 (°C),Drying Time 3 (hrs),Drying Atmosphere 3,Drying Pressure 3 (MPa),Drying Temp 4 (°C),Drying Time 4 (hrs),Drying Pressure 4 (MPa),Drying Temp 5 (°C),Drying Time 5 (hrs),Drying Pressure 5 (MPa),Sintering Temp (°C),Sintering Time (min),Ramp Rate (°C/min),Porosity,Porosity (%),Pore Volume (cm3/g),Average Pore Diameter (nm),Surface Area (m2/g),Bulk Density (g/cm3),Young Modulus (MPa),Thermal Conductivity (W/mK),Crystalline Phase,Average Pore Size (nm),Nanoparticle Size (nm)
377,Sol-gel,TEOS,,,,,,,,EtOH,,H2O,,,HCl,0.5,,"NH4OH, NH4F",,,,TMCS,,N-hexane,,,,,,,"TEOS, EtOH, H2O, HCl",,,24,,,"NH4OH, NH4F",,,,,,,2,,,,,,3,,,,EtOH,4,4,,"TMCS, N-hexane",4,1,,N-hexane,,,,,,,,,,,,Air Drying,,20,,,,,,,,,,,,,,,,,,,50,60,,,,,,,0.421,,0.012,,,
378,Sol-gel,TEOS,,,,,,,,EtOH,,H2O,,,HCl,0.5,,"NH4OH, NH4F",,,,TMCS,,N-hexane,,,,,,,"TEOS, EtOH, H2O, HCl",,,24,,,"NH4OH, NH4F",,,,,,,2,,,,,,3,,,,EtOH,4,4,,"TMCS, N-hexane",4,1,,N-hexane,,,,,,,,,,,,Air Drying,,20,,,,,,,,,,,,,,,,,,,100,60,,,,,,,0.39,,0.078,,,
379,Sol-gel,TEOS,,,,,,,,EtOH,,H2O,,,HCl,0.5,,"NH4OH, NH4F",,,,TMCS,,N-hexane,,,,,,,"TEOS, EtOH, H2O, HCl",,,24,,,"NH4OH, NH4F",,,,,,,2,,,,,,3,,,,EtOH,4,4,,"TMCS, N-hexane",4,1,,N-hexane,,,,,,,,,,,,Air Drying,,20,,,,,,,,,,,,,,,,,,,150,60,,,,,,,0.388,,0.081,,,
380,Sol-gel,TEOS,,,,,,,,EtOH,,H2O,,,HCl,0.5,,"NH4OH, NH4F",,,,TMCS,,N-hexane,,,,,,,"TEOS, EtOH, H2O, HCl",,,24,,,"NH4OH, NH4F",,,,,,,2,,,,,,3,,,,EtOH,4,4,,"TMCS, N-hexane",4,1,,N-hexane,,,,,,,,,,,,Air Drying,,20,,,,,,,,,,,,,,,,,,,200,60,,,,,,,0.361,,0.081,,,
381,Sol-gel,TEOS,,,,,,,,EtOH,,H2O,,,HCl,0.5,,"NH4OH, NH4F",,,,TMCS,,N-hexane,,,,,,,"TEOS, EtOH, H2O, HCl",,,24,,,"NH4OH, NH4F",,,,,,,2,,,,,,3,,,,EtOH,4,4,,"TMCS, N-hexane",4,1,,N-hexane,,,,,,,,,,,,Air Drying,,20,,,,,,,,,,,,,,,,,,,250,60,,,,,,,0.328,,0.0099,,,
382,Sol-gel,TEOS,,,,,,,,EtOH,,H2O,,,HCl,0.5,,"NH4OH, NH4F",,,,TMCS,,N-hexane,,,,,,,"TEOS, EtOH, H2O, HCl",,,24,,,"NH4OH, NH4F",,,,,,,3,,,,,,3,,,,EtOH,4,4,,"TMCS, N-hexane",4,1,,N-hexane,,,,,,,,,,,,Air Drying,,20,,,,,,,,,,,,,,,,,,,50,60,,,,,,,0.378,,0.0085,,,
383,Sol-gel,TEOS,,,,,,,,EtOH,,H2O,,,HCl,0.5,,"NH4OH, NH4F",,,,TMCS,,N-hexane,,,,,,,"TEOS, EtOH, H2O, HCl",,,24,,,"NH4OH, NH4F",,,,,,,3,,,,,,3,,,,EtOH,4,4,,"TMCS, N-hexane",4,1,,N-hexane,,,,,,,,,,,,Air Drying,,20,,,,,,,,,,,,,,,,,,,100,60,,,,,,,0.322,,0.0118,,,
384,Sol-gel,TEOS,,,,,,,,EtOH,,H2O,,,HCl,0.5,,"NH4OH, NH4F",,,,TMCS,,N-hexane,,,,,,,"TEOS, EtOH, H2O, HCl",,,24,,,"NH4OH, NH4F",,,,,,,3,,,,,,3,,,,EtOH,4,4,,"TMCS, N-hexane",4,1,,N-hexane,,,,,,,,,,,,Air Drying,,20,,,,,,,,,,,,,,,,,,,150,60,,,,,,,0.3,,0.07,,,
385,Sol-gel,TEOS,,,,,,,,EtOH,,H2O,,,HCl,0.5,,"NH4OH, NH4F",,,,TMCS,,N-hexane,,,,,,,"TEOS, EtOH, H2O, HCl",,,24,,,"NH4OH, NH4F",,,,,,,3,,,,,,3,,,,EtOH,4,4,,"TMCS, N-hexane",4,1,,N-hexane,,,,,,,,,,,,Air Drying,,20,,,,,,,,,,,,,,,,,,,200,60,,,,,,,0.272,,0.079,,,
386,Sol-gel,TEOS,,,,,,,,EtOH,,H2O,,,HCl,0.5,,"NH4OH, NH4F",,,,TMCS,,N-hexane,,,,,,,"TEOS, EtOH, H2O, HCl",,,24,,,"NH4OH, NH4F",,,,,,,3,,,,,,3,,,,EtOH,4,4,,"TMCS, N-hexane",4,1,,N-hexane,,,,,,,,,,,,Air Drying,,20,,,,,,,,,,,,,,,,,,,250,60,,,,,,,0.22,,0.073,,,
387,Sol-gel,TEOS,,,,,,,,EtOH,,H2O,,,HCl,0.5,,"NH4OH, NH4F",,,,TMCS,,N-hexane,,,,,,,"TEOS, EtOH, H2O, HCl",,,24,,,"NH4OH, NH4F",,,,,,,7,,,,,,3,,,,EtOH,4,4,,"TMCS, N-hexane",4,1,,N-hexane,,,,,,,,,,,,Air Drying,,20,,,,,,,,,,,,,,,,,,,50,60,,,,,,,0.184,,0.0091,,,
388,Sol-gel,TEOS,,,,,,,,EtOH,,H2O,,,HCl,0.5,,"NH4OH, NH4F",,,,TMCS,,N-hexane,,,,,,,"TEOS, EtOH, H2O, HCl",,,24,,,"NH4OH, NH4F",,,,,,,7,,,,,,3,,,,EtOH,4,4,,"TMCS, N-hexane",4,1,,N-hexane,,,,,,,,,,,,Air Drying,,20,,,,,,,,,,,,,,,,,,,100,60,,,,,,,0.126,,0.0077,,,
389,Sol-gel,TEOS,,,,,,,,EtOH,,H2O,,,HCl,0.5,,"NH4OH, NH4F",,,,TMCS,,N-hexane,,,,,,,"TEOS, EtOH, H2O, HCl",,,24,,,"NH4OH, NH4F",,,,,,,7,,,,,,3,,,,EtOH,4,4,,"TMCS, N-hexane",4,1,,N-hexane,,,,,,,,,,,,Air Drying,,20,,,,,,,,,,,,,,,,,,,150,60,,,,,,,1.09,,0.0108,,,
390,Sol-gel,TEOS,,,,,,,,EtOH,,H2O,,,HCl,0.5,,"NH4OH, NH4F",,,,TMCS,,N-hexane,,,,,,,"TEOS, EtOH, H2O, HCl",,,24,,,"NH4OH, NH4F",,,,,,,7,,,,,,3,,,,EtOH,4,4,,"TMCS, N-hexane",4,1,,N-hexane,,,,,,,,,,,,Air Drying,,20,,,,,,,,,,,,,,,,,,,200,60,,,,,,,0.0549,,0.059,,,
391,Sol-gel,TEOS,,,,,,,,EtOH,,H2O,,,HCl,0.5,,"NH4OH, NH4F",,,,TMCS,,N-hexane,,,,,,,"TEOS, EtOH, H2O, HCl",,,24,,,"NH4OH, NH4F",,,,,,,7,,,,,,3,,,,EtOH,4,4,,"TMCS, N-hexane",4,1,,N-hexane,,,,,,,,,,,,Air Drying,,20,,,,,,,,,,,,,,,,,,,250,60,,,,,,,0.0381,,0.077,,,
392,Sol-gel,TEOS,,,,,,,,EtOH,,H2O,,,HCl,0.5,,"NH4OH, NH4F",,,,TMCS,,N-hexane,,,,,,,"TEOS, EtOH, H2O, HCl",,,24,,,"NH4OH, NH4F",,,,,,,8,,,,,,3,,,,EtOH,4,4,,"TMCS, N-hexane",4,1,,N-hexane,,,,,,,,,,,,Air Drying,,20,,,,,,,,,,,,,,,,,,,50,60,,,,,,,0.22,,0.066,,,
393,Sol-gel,TEOS,,,,,,,,EtOH,,H2O,,,HCl,0.5,,"NH4OH, NH4F",,,,TMCS,,N-hexane,,,,,,,"TEOS, EtOH, H2O, HCl",,,24,,,"NH4OH, NH4F",,,,,,,8,,,,,,3,,,,EtOH,4,4,,"TMCS, N-hexane",4,1,,N-hexane,,,,,,,,,,,,Air Drying,,20,,,,,,,,,,,,,,,,,,,100,60,,,,,,,0.172,,0.0089,,,
394,Sol-gel,TEOS,,,,,,,,EtOH,,H2O,,,HCl,0.5,,"NH4OH, NH4F",,,,TMCS,,N-hexane,,,,,,,"TEOS, EtOH, H2O, HCl",,,24,,,"NH4OH, NH4F",,,,,,,8,,,,,,3,,,,EtOH,4,4,,"TMCS, N-hexane",4,1,,N-hexane,,,,,,,,,,,,Air Drying,,20,,,,,,,,,,,,,,,,,,,150,60,,,,,,,0.131,,0.0069,,,
395,Sol-gel,TEOS,,,,,,,,EtOH,,H2O,,,HCl,0.5,,"NH4OH, NH4F",,,,TMCS,,N-hexane,,,,,,,"TEOS, EtOH, H2O, HCl",,,24,,,"NH4OH, NH4F",,,,,,,8,,,,,,3,,,,EtOH,4,4,,"TMCS, N-hexane",4,1,,N-hexane,,,,,,,,,,,,Air Drying,,20,,,,,,,,,,,,,,,,,,,200,60,,,,,,,0.111,,0.01,,,
396,Sol-gel,TEOS,,,,,,,,EtOH,,H2O,,,HCl,0.5,,"NH4OH, NH4F",,,,TMCS,,N-hexane,,,,,,,"TEOS, EtOH, H2O, HCl",,,24,,,"NH4OH, NH4F",,,,,,,8,,,,,,3,,,,EtOH,4,4,,"TMCS, N-hexane",4,1,,N-hexane,,,,,,,,,,,,Air Drying,,20,,,,,,,,,,,,,,,,,,,250,60,,,,,,,0.104,,0.042,,,
397,Sol-gel,TEOS,,,,,,,,EtOH,,H2O,,,HCl,0.5,,"NH4OH, NH4F",,,,TMCS,,N-hexane,,,,,,,"TEOS, EtOH, H2O, HCl",,,24,,,"NH4OH, NH4F",,,,,,,9,,,,,,3,,,,EtOH,4,4,,"TMCS, N-hexane",4,1,,N-hexane,,,,,,,,,,,,Air Drying,,20,,,,,,,,,,,,,,,,,,,50,60,,,,,,,0.281,,0.073,,,
398,Sol-gel,TEOS,,,,,,,,EtOH,,H2O,,,HCl,0.5,,"NH4OH, NH4F",,,,TMCS,,N-hexane,,,,,,,"TEOS, EtOH, H2O, HCl",,,24,,,"NH4OH, NH4F",,,,,,,9,,,,,,3,,,,EtOH,4,4,,"TMCS, N-hexane",4,1,,N-hexane,,,,,,,,,,,,Air Drying,,20,,,,,,,,,,,,,,,,,,,100,60,,,,,,,0.224,,0.06,,,
399,Sol-gel,TEOS,,,,,,,,EtOH,,H2O,,,HCl,0.5,,"NH4OH, NH4F",,,,TMCS,,N-hexane,,,,,,,"TEOS, EtOH, H2O, HCl",,,24,,,"NH4OH, NH4F",,,,,,,9,,,,,,3,,,,EtOH,4,4,,"TMCS, N-hexane",4,1,,N-hexane,,,,,,,,,,,,Air Drying,,20,,,,,,,,,,,,,,,,,,,150,60,,,,,,,0.2,,0.0086,,,
400,Sol-gel,TEOS,,,,,,,,EtOH,,H2O,,,HCl,0.5,,"NH4OH, NH4F",,,,TMCS,,N-hexane,,,,,,,"TEOS, EtOH, H2O, HCl",,,24,,,"NH4OH, NH4F",,,,,,,9,,,,,,3,,,,EtOH,4,4,,"TMCS, N-hexane",4,1,,N-hexane,,,,,,,,,,,,Air Drying,,20,,,,,,,,,,,,,,,,,,,200,60,,,,,,,0.174,,0.0061,,,
401,Sol-gel,TEOS,,,,,,,,EtOH,,H2O,,,HCl,0.5,,"NH4OH, NH4F",,,,TMCS,,N-hexane,,,,,,,"TEOS, EtOH, H2O, HCl",,,24,,,"NH4OH, NH4F",,,,,,,9,,,,,,3,,,,EtOH,4,4,,"TMCS, N-hexane",4,1,,N-hexane,,,,,,,,,,,,Air Drying,,20,,,,,,,,,,,,,,,,,,,250,60,,,,,,,0.12,,0.0098,,,
402,Sol-gel,Rice Husk Ash ,,,,,,,,,,,,,HCl,1.5,,NaOH,1,,,TMCS,,N-hexane,,,10,,,,"Rice Husk Ash, NaOH",,,2,90,,HCl,,,,,,,1,,,,,20,24,,,,H2O,1,0.5,20,EtOH,1,0.5,20,"TMCS, N-hexane",1,1,20,,,,,,,,,Ambient Pressure Drying,,60,0.101325,3,Ambient Pressure Drying,80,0.101325,3,,Ambient Pressure Drying,120,2,,0.101325,150,2,0.101325,,,,,,,Mesoporous,,2.7767,15.918,697.7559,,,,,,
403,Sol-gel,Rice Husk Ash ,,,,,,,,,,,,,HCl,1.5,,NaOH,1,,,TMCS,,N-hexane,,,10,,,,"Rice Husk Ash, NaOH",,,2,90,,HCl,,,,,,,2,,,,,20,24,,,,H2O,1,0.5,20,EtOH,1,0.5,20,"TMCS, N-hexane",1,1,20,,,,,,,,,Ambient Pressure Drying,,60,0.101325,3,Ambient Pressure Drying,80,0.101325,3,,Ambient Pressure Drying,120,2,,0.101325,150,2,0.101325,,,,,,,Mesoporous,,2.9062,17.6105,660.1251,,,,,,
404,Sol-gel,Rice Husk Ash ,,,,,,,,,,,,,HCl,1.5,,NaOH,1,,,TMCS,,N-hexane,,,10,,,,"Rice Husk Ash, NaOH",,,2,90,,HCl,,,,,,,3,,,,,20,24,,,,H2O,1,0.5,20,EtOH,1,0.5,20,"TMCS, N-hexane",1,1,20,,,,,,,,,Ambient Pressure Drying,,60,0.101325,3,Ambient Pressure Drying,80,0.101325,3,,Ambient Pressure Drying,120,2,,0.101325,150,2,0.101325,,,,,,,Mesoporous,,2.5246,15.9664,632.483,,,,,,
405,Sol-gel,Rice Husk Ash ,,,,,,,,,,,,,HCl,1.5,,NaOH,1,,,TMCS,,N-hexane,,,10,,,,"Rice Husk Ash, NaOH",,,2,90,,HCl,,,,,,,4,,,,,20,24,,,,H2O,1,0.5,20,EtOH,1,0.5,20,"TMCS, N-hexane",1,1,20,,,,,,,,,Ambient Pressure Drying,,60,0.101325,3,Ambient Pressure Drying,80,0.101325,3,,Ambient Pressure Drying,120,2,,0.101325,150,2,0.101325,,,,,,,Mesoporous,,2.751,18.6045,591.4873,,,,,,
406,Sol-gel,Rice Husk Ash ,,,,,,,,,,,,,HCl,1.5,,NaOH,1,,,TMCS,,N-hexane,,,10,,,,"Rice Husk Ash, NaOH",,,2,90,,HCl,,,,,,,7,,,,,20,24,,,,H2O,1,0.5,20,EtOH,1,0.5,20,"TMCS, N-hexane",1,1,20,,,,,,,,,Ambient Pressure Drying,,60,0.101325,3,Ambient Pressure Drying,80,0.101325,3,,Ambient Pressure Drying,120,2,,0.101325,150,2,0.101325,,,,,,,Mesoporous,,2.9726,30.3362,391.9549,,,,,,
407,Sol-gel,Rice Husk Ash ,,,,,,,,,,,,,HCl,1.5,,NaOH,1,,,TMCS,,N-hexane,,,10,,,,"Rice Husk Ash, NaOH",,,2,90,,HCl,,,,,,,9,,,,,20,24,,,,H2O,1,0.5,20,EtOH,1,0.5,20,"TMCS, N-hexane",1,1,20,,,,,,,,,Ambient Pressure Drying,,60,0.101325,3,Ambient Pressure Drying,80,0.101325,3,,Ambient Pressure Drying,120,2,,0.101325,150,2,0.101325,,,,,,,Mesoporous,,2.7445,28.5409,384.6501,,,,,,
408,Sol-gel,Rice Husk Ash ,,,,,,,,,,,,,HCl,1.5,,NaOH,1,,,TMCS,,N-hexane,,,10,,,,"Rice Husk Ash, NaOH",,,2,90,,HCl,,,,,,,1,,,,,20,24,,,,H2O,1,0.5,20,EtOH,1,0.5,20,"TMCS, N-hexane",1,1,20,,,,,,,,,Ambient Pressure Drying,,60,0.101325,3,Ambient Pressure Drying,80,0.101325,3,,Ambient Pressure Drying,120,2,,0.101325,150,2,0.101325,,,,,,,Mesoporous,,2.4024,15.8509,606.2524,,,,,,
409,Sol-gel,Rice Husk Ash ,,,,,,,,,,,,,HCl,1.5,,NaOH,1,,,TMCS,,N-hexane,,,10,,,,"Rice Husk Ash, NaOH",,,2,90,,HCl,,,,,,,1,,,,,20,24,,,,H2O,1,0.5,20,EtOH,1,0.5,20,"TMCS, N-hexane",1,1,20,,,,,,,,,Ambient Pressure Drying,,60,0.101325,3,Ambient Pressure Drying,80,0.101325,3,,Ambient Pressure Drying,120,2,,0.101325,150,2,0.101325,,,,,,,Mesoporous,,3.3714,15.6587,861.228,,,,,,
410,Sol-gel,Rice Husk Ash ,,,,,,,,,,,,,HCl,1.5,,NaOH,1,,,TMCS,,N-hexane,,,10,,,,"Rice Husk Ash, NaOH",,,2,90,,HCl,,,,,,,1,,,,,20,24,,,,H2O,1,0.5,20,EtOH,1,0.5,20,"TMCS, N-hexane",1,1,20,,,,,,,,,Ambient Pressure Drying,,60,0.101325,3,Ambient Pressure Drying,80,0.101325,3,,Ambient Pressure Drying,120,2,,0.101325,150,2,0.101325,,,,,,,Mesoporous,,2.5271,12.5028,808.4978,,,,,,
411,Sol-gel,Rice Husk Ash ,,,,,,,,,,,,,HCl,1.5,,NaOH,1,,,TMCS,,N-hexane,,,10,,,,"Rice Husk Ash, NaOH",,,2,90,,HCl,,,,,,,1,,,,,20,24,,,,H2O,1,0.5,20,EtOH,1,0.5,20,"TMCS, N-hexane",1,1,20,,,,,,,,,Ambient Pressure Drying,,60,0.101325,3,Ambient Pressure Drying,80,0.101325,3,,Ambient Pressure Drying,120,2,,0.101325,150,2,0.101325,,,,,,,Mesoporous,,2.5361,13.103,774.2045,,,,,,
412,Sol-gel,Rice Husk Ash ,,,,,,,,,,,,,HCl,1.5,,NaOH,1,,,TMCS,,N-hexane,,,10,,,,"Rice Husk Ash, NaOH",,,2,90,,HCl,,,,,,,1,,,,,20,24,,,,H2O,1,0.5,20,EtOH,1,0.5,20,"TMCS, N-hexane",1,1,20,,,,,,,,,Ambient Pressure Drying,,60,0.101325,3,Ambient Pressure Drying,80,0.101325,3,,Ambient Pressure Drying,120,2,,0.101325,150,2,0.101325,,,,,,,Mesoporous,,2.7676,15.8025,700.5603,,,,,,
413,Sol-gel,MTES,,PDMS,,,,,,H2O,,EtOH,,,HCl,,,NH4OH,,,,,,,,,,,,,"MTES, EtOH, H2O, HCl",200,144,,,,"NH4OH, PDMS",,30,,,,,,,,,,,48,,,,,,,,,,,,,,,,,,,,,,,,Supercritical Drying,EtOH,243,0.00636,1,,,,,,,,,,,,,,,,,,,,,,,,,0.107,0.056,0.0343,,,
414,Sol-gel,MTES,,PDMS,,,,,,H2O,,EtOH,,,HCl,,,NH4OH,,,,,,,,,,,,,"MTES, EtOH, H2O, HCl",200,144,,,,"NH4OH, PDMS",,30,,,,,,,,,,,48,,,,,,,,,,,,,,,,,,,,,,,,Supercritical Drying,EtOH,243,0.00636,1,,,,,,,,,,,,,,,,,,,,,,,,,0.092,0.035,0.0338,,,
415,Sol-gel,MTES,,PDMS,,,,,,H2O,,EtOH,,,HCl,,,NH4OH,,,,,,,,,,,,,"MTES, EtOH, H2O, HCl",200,144,,,,"NH4OH, PDMS",,30,,,,,,,,,,,48,,,,,,,,,,,,,,,,,,,,,,,,Supercritical Drying,EtOH,243,0.00636,1,,,,,,,,,,,,,,,,,,,,,,,,,0.099,0.025,0.034,,,
416,Sol-gel,MTES,,PDMS,,,,,,H2O,,EtOH,,,HCl,,,NH4OH,,,,,,,,,,,,,"MTES, EtOH, H2O, HCl",200,144,,,,"NH4OH, PDMS",,30,,,,,,,,,,,48,,,,,,,,,,,,,,,,,,,,,,,,Supercritical Drying,EtOH,243,0.00636,1,,,,,,,,,,,,,,,,,,,,,,,,,0.113,0.07,0.0365,,,
417,Sol-gel,MTES,,PDMS,,,,,,H2O,,EtOH,,,HCl,,,NH4OH,,,,,,,,,,,,,"MTES, EtOH, H2O, HCl",200,144,,,,"NH4OH, PDMS",,30,,,,,,,,,,,48,,,,,,,,,,,,,,,,,,,,,,,,Supercritical Drying,EtOH,243,0.00636,1,,,,,,,,,,,,,,,,,,,,,,,,,0.11,0.05,0.0355,,,
418,Sol-gel,Silica Hydrosol,,,,,,,,H2O,,,,,HCl,,,NH4OH,,,,,,,,,,,CTAB,,"Silica Hydrosol, H2O, HCl, CTAB",,20,,20,2,NH4OH,,15,,,,,8,,,,,50,4,,,,,,,,,,,,,,,,,,,,,,,,Ambient Pressure Drying,,60,0.101325,48,Ambient Pressure Drying,75,0.101325,24,,,,,,,,,,,,,,,,Mesoporous,,1.07,,141,,,,,24.7,
419,Sol-gel,Silica Hydrosol,,,,,,,,H2O,,,,,HCl,,,NH4OH,,,,,,,,,,,CTAB,,"Silica Hydrosol, H2O, HCl, CTAB",,20,,20,2,NH4OH,,15,,,,,8,,,,,50,4,,,,,,,,,,,,,,,,,,,,,,,,Ambient Pressure Drying,,60,0.101325,48,Ambient Pressure Drying,75,0.101325,24,,,,,,,,,,,,,200,180,,Mesoporous,,,,,,,,,,
420,Sol-gel,Silica Hydrosol,,,,,,,,H2O,,,,,HCl,,,NH4OH,,,,,,,,,,,CTAB,,"Silica Hydrosol, H2O, HCl, CTAB",,20,,20,2,NH4OH,,15,,,,,8,,,,,50,4,,,,,,,,,,,,,,,,,,,,,,,,Ambient Pressure Drying,,60,0.101325,48,Ambient Pressure Drying,75,0.101325,24,,,,,,,,,,,,,400,180,,Mesoporous,,1.49,,264,0.238,,0.035,,35.7,
421,Sol-gel,Silica Hydrosol,,,,,,,,H2O,,,,,HCl,,,NH4OH,,,,,,,,,,,CTAB,,"Silica Hydrosol, H2O, HCl, CTAB",,20,,20,2,NH4OH,,15,,,,,8,,,,,50,4,,,,,,,,,,,,,,,,,,,,,,,,Ambient Pressure Drying,,60,0.101325,48,Ambient Pressure Drying,75,0.101325,24,,,,,,,,,,,,,600,180,,Mesoporous,,1.02,,131,,,,,36.1,
422,Sol-gel,Silica Hydrosol,,,,,,,,H2O,,,,,HCl,,,NH4OH,,,,,,,,,,,SDS,,"Silica Hydrosol, H2O, HCl, SDS",,20,,20,2,NH4OH,,15,,,,,8,,,,,50,4,,,,,,,,,,,,,,,,,,,,,,,,Ambient Pressure Drying,,60,0.101325,48,Ambient Pressure Drying,75,0.101325,24,,,,,,,,,,,,,,,,Mesoporous,,0.64,,141,,,,,13,
423,Sol-gel,Silica Hydrosol,,,,,,,,H2O,,,,,HCl,,,NH4OH,,,,,,,,,,,SDS,,"Silica Hydrosol, H2O, HCl, SDS",,20,,20,2,NH4OH,,15,,,,,8,,,,,50,4,,,,,,,,,,,,,,,,,,,,,,,,Ambient Pressure Drying,,60,0.101325,48,Ambient Pressure Drying,75,0.101325,24,,,,,,,,,,,,,200,180,,Mesoporous,,,,,,,,,,
424,Sol-gel,Silica Hydrosol,,,,,,,,H2O,,,,,HCl,,,NH4OH,,,,,,,,,,,SDS,,"Silica Hydrosol, H2O, HCl, SDS",,20,,20,2,NH4OH,,15,,,,,8,,,,,50,4,,,,,,,,,,,,,,,,,,,,,,,,Ambient Pressure Drying,,60,0.101325,48,Ambient Pressure Drying,75,0.101325,24,,,,,,,,,,,,,400,180,,Mesoporous,,1.6,,378,0.251,,0.034,,9.6,
425,Sol-gel,Silica Hydrosol,,,,,,,,H2O,,,,,HCl,,,NH4OH,,,,,,,,,,,SDS,,"Silica Hydrosol, H2O, HCl, SDS",,20,,20,2,NH4OH,,15,,,,,8,,,,,50,4,,,,,,,,,,,,,,,,,,,,,,,,Ambient Pressure Drying,,60,0.101325,48,Ambient Pressure Drying,75,0.101325,24,,,,,,,,,,,,,600,180,,Mesoporous,,0.02,,22,0.298,,0.078,,3.3,
426,Sol-gel,Silica Hydrosol,,,,,,,,H2O,,,,,HCl,,,NH4OH,,,,,,,,,,,RALUFON 414,,"Silica Hydrosol, H2O, HCl, RALUFON 414",,20,,20,2,NH4OH,,15,,,,,8,,,,,50,4,,,,,,,,,,,,,,,,,,,,,,,,Ambient Pressure Drying,,60,0.101325,48,Ambient Pressure Drying,75,0.101325,24,,,,,,,,,,,,,,,,Mesoporous,,0.69,,134,,,,,14,
427,Sol-gel,Silica Hydrosol,,,,,,,,H2O,,,,,HCl,,,NH4OH,,,,,,,,,,,RALUFON 415,,"Silica Hydrosol, H2O, HCl, RALUFON 415",,20,,20,2,NH4OH,,15,,,,,8,,,,,50,4,,,,,,,,,,,,,,,,,,,,,,,,Ambient Pressure Drying,,60,0.101325,48,Ambient Pressure Drying,75,0.101325,24,,,,,,,,,,,,,200,180,,Mesoporous,,,,,,,,,,
428,Sol-gel,Silica Hydrosol,,,,,,,,H2O,,,,,HCl,,,NH4OH,,,,,,,,,,,RALUFON 416,,"Silica Hydrosol, H2O, HCl, RALUFON 416",,20,,20,2,NH4OH,,15,,,,,8,,,,,50,4,,,,,,,,,,,,,,,,,,,,,,,,Ambient Pressure Drying,,60,0.101325,48,Ambient Pressure Drying,75,0.101325,24,,,,,,,,,,,,,400,180,,Mesoporous,,0.99,,247,0.242,,0.039,,17.5,
429,Sol-gel,Silica Hydrosol,,,,,,,,H2O,,,,,HCl,,,NH4OH,,,,,,,,,,,RALUFON 417,,"Silica Hydrosol, H2O, HCl, RALUFON 417",,20,,20,2,NH4OH,,15,,,,,8,,,,,50,4,,,,,,,,,,,,,,,,,,,,,,,,Ambient Pressure Drying,,60,0.101325,48,Ambient Pressure Drying,75,0.101325,24,,,,,,,,,,,,,600,180,,Mesoporous,,0.99,,107,,,,,25.1,
430,Sol-gel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mesoporous,,1.5,6.9,881,,,,,,
431,Sol-gel,TEOS,,,,Cu2O,,,,H2O,,EtOH,,,HCl,1,,NH4OH,0.8,,,,,,,,,,,,"Cu2O, H2O, EtOH, HCl, TEOS",,90,,,2.5,NH4OH,,,,,,,6.5,,,,"TEOS, EtOH",60,12,,,,N-hexane,2,0.5,,,,,,,,,,,,,,,,,,Ambient Pressure Drying,,80,0.101325,2,Ambient Pressure Drying,120,0.101325,2,,Ambient Pressure Drying,180,4,H2/N2,,,,,,,,,,,Mesoporous,,0.6,3.5,700,,,,,,
